omega,alpha,beta
0.3795844755846225,0.23965310075603427,0.40973433295149053
0.3741058970028981,0.2395367823642569,0.39175797255395484
0.37801698007437984,0.23004839846416708,0.39130832433364515
0.3775896978455142,0.22840639144092173,0.38208698920100787
0.3714946484407081,0.2419824577850214,0.39803281885949876
0.37016993668546705,0.23115504822542043,0.4029748422910643
0.370533643370979,0.23562694370746687,0.41866795486841546
0.35085308865195636,0.22254483094004832,0.4268385285109388
0.3728480589924667,0.22180421210657333,0.4281197298598659
0.35951193590602853,0.21155842376705092,0.42559491333274957
0.3529335113277022,0.21918610397918611,0.43341713125254944
0.3692021206092352,0.21837644954018626,0.4225371235637277
0.3587438130360996,0.23336483845522127,0.41894213992714147
0.36229500051431957,0.22872071288774418,0.4134127979338365
0.3691755540163735,0.2273363850307789,0.414833707256684
0.367609249598669,0.24488982185406752,0.4038728174284306
0.3677616469529156,0.24031386559666731,0.3806948332951413
0.39680539246786384,0.22304915003467068,0.37924850911394853
0.3883739108580853,0.21843815347645926,0.38421062368935516
0.39047420864452864,0.24420875490475183,0.3743179273548516
0.3768638473501528,0.24381944653598533,0.3984707388591585
0.37320273635428475,0.24407877062327576,0.3947130846510132
0.3723103308355261,0.2416920145922204,0.3963397631357727
0.3683273018212891,0.24690083366779786,0.4110210299306292
0.37267143639843775,0.21930887249766692,0.40674290454409356
0.3710803311758383,0.253467708393311,0.38774938177094237
0.3618193228943137,0.2515690434887556,0.40679174360620707
0.35753308578352755,0.25864143914406207,0.4099068605625537
0.3602179664394552,0.2346361975966589,0.4130030045164865
0.37004947778979635,0.2381483530864321,0.39661752730612954
0.3847882247545585,0.2497250114340258,0.3770450250274114
0.39329047672449347,0.25036967368198565,0.3909752014722829
0.37703642615368027,0.2576039999853159,0.3826474058315834
0.3703296160652028,0.2564677939792048,0.3983526101436206
0.3669027290683707,0.26858778669301336,0.3951121729984486
0.3640511320963257,0.26559627876986786,0.3784168086028596
0.35730563216323563,0.29446031720090615,0.38661241205136665
0.3592990953762956,0.30697878689489977,0.37093949502022616
0.36255609180984266,0.29091382303564356,0.3558470866922671
0.37174296789896566,0.2804073636988287,0.3778104396309801
0.3643599703558774,0.2853430788322576,0.3817548307409308
0.3827495123128706,0.2747899330355644,0.37835494643383777
0.3799433703460243,0.2800321901274301,0.3618213223393445
0.39047643145301336,0.2646768928324882,0.3739215535983067
0.3819917436909954,0.2557178238980159,0.3814404432584898
0.3825463657734844,0.26917248383124387,0.38964743087927045
0.37646287165302955,0.27791974537343656,0.37746423244819743
0.3833664630162496,0.27684114543066113,0.3701749727947723
0.38799416943578524,0.25869792983476214,0.3749407048909653
0.3924153712561229,0.2500647323111182,0.3809558235541452
0.40068499931363705,0.2544725809902755,0.3836499713114085
0.398348132901772,0.23297488958143844,0.3914400787067485
0.3902778522333439,0.2414857439056535,0.39958308280290644
0.38832409663197615,0.22126866739222306,0.40459120859032416
0.39519520488300053,0.22639701414262567,0.3948489488967311
0.4059428170666478,0.21016772411091134,0.3949338866507051
0.408879130416358,0.20662581663483426,0.40818700011905157
0.4036472767028102,0.20501875384253632,0.4023812886348733
0.38802729721242657,0.20869080005962806,0.4025951509984446
0.3722788098841014,0.21562783428313384,0.39876703932483115
0.37100607500779254,0.21975052482620822,0.4197436357737576
0.3626926491352902,0.21513649690896994,0.40642652314387856
0.36561425051137064,0.20436646448494392,0.4287656389620344
0.3745893237019395,0.20915487523590898,0.4349163550719273
0.3596918958647242,0.22194708100406388,0.4543308859285248
0.34947658401763154,0.2229480571820634,0.4549412784948312
0.3481047153858395,0.21295061593259204,0.445761360593422
0.3376118110601826,0.24991190107211353,0.4389336640493114
0.33001826461047673,0.2598489649748237,0.43743737149829565
0.3263080670995679,0.24997362231340886,0.42989067410742193
0.3353065324030918,0.26019163580931,0.4307189237681714
0.33074374715519594,0.25804012044510616,0.4280586788685699
0.3297686490967339,0.25821944652433454,0.4265410926135464
0.3199025405049254,0.2675539896411703,0.4515684460517666
0.33249520894091095,0.2716311775743423,0.4435986525841169
0.32523068020890294,0.2630603951773631,0.45336250114038473
0.3239369604513496,0.25251737985316697,0.44709060451112503
0.3297543509849294,0.23430834068779452,0.44350992598250927
0.32508985960370557,0.23128266060302655,0.44831474454605613
0.32826029990579125,0.22862323920269642,0.4452074334091946
0.3270367429489043,0.24012969718127397,0.4501451333673508
0.32421676299466357,0.2379890713229057,0.4667192545417411
0.3002349010073595,0.24431801481060525,0.48353661965284966
0.3214161154217804,0.21226800063015647,0.48398940236967836
0.30027890860045425,0.20236535328842042,0.5022876082381027
0.309599062279944,0.1985129561177568,0.4971787645985649
0.30596847201694205,0.20186208074113493,0.5081322037768491
0.31556994695109974,0.20857102921275536,0.4888818092600988
0.31088149451550084,0.2294761315571283,0.46974539351782363
0.30956886645180537,0.2277957828573951,0.462101145292969
0.31421924423555225,0.21833391945726277,0.4629964876902793
0.3038744969536114,0.21931392131054472,0.49008969325388724
0.28228324058129106,0.23928467910352721,0.49622070402506824
0.26648713355996717,0.24954314657552967,0.5008011883196413
0.2606496520812473,0.2521180477342059,0.5099460220656072
0.27199774464420773,0.2546522797659672,0.5118253210339039
0.27431382126457393,0.23087681194983112,0.49762403609393513
0.29207311991774765,0.22178425306234106,0.4930178517108679
0.2706606004275034,0.216579226213715,0.513175838889832
0.30265595996779837,0.21685669633922033,0.4924850219228285
0.30708490935406485,0.22689591537707282,0.48343221646649437
0.30411410597418254,0.23160368285221464,0.48287272618568783
0.3084740822433971,0.21647923374028005,0.4795718825248594
0.3210251139160024,0.22237285498176568,0.4697500882496019
0.3294956420202319,0.21397165119990744,0.47206702757528135
0.33115317805830685,0.23086851869349573,0.45941560694634986
0.33948783454378517,0.23606925506304663,0.4619758840431174
0.35099280566269264,0.2400552684585152,0.43865311142256075
0.3580744932774623,0.23413645568610142,0.42973485214977586
0.3348735932915972,0.2406559958662204,0.4262947514822191
0.3332497271030705,0.23544921800004245,0.43345533099236605
0.34489456432594146,0.23704841204617408,0.41828728846219865
0.33391192253165397,0.23539920981672258,0.4394716304676667
0.3549518456206432,0.2477432603550876,0.42542896886035403
0.35597434743324075,0.23572497425784558,0.43622994416569133
0.35395000118668296,0.22705834454299273,0.4280999093073567
0.35073748375402497,0.25059345172389136,0.4308952155150524
0.35074404857837305,0.2168996155264052,0.4409993496634267
0.3521512092741132,0.22434761022511848,0.42947500574112596
0.345135365463074,0.23764941477349888,0.42539432932429533
0.35564004452330034,0.2588630862637178,0.4108613666624552
0.3475532187261677,0.27352822305812335,0.38089974749921746
0.33436950742137656,0.27328217507129393,0.3980389431793645
0.33463447845632516,0.2879992673131402,0.40583152379495613
0.34833553947196405,0.2774205958283762,0.4002840363736074
0.3600384299045418,0.2727729393850293,0.4091820209745863
0.33595280980839126,0.2870136896723042,0.4231676412909095
0.3142726023165625,0.2881427880024474,0.40792014234336416
0.3266704015667728,0.27262643061683267,0.4071126752599963
0.3353643627795577,0.2490698659681253,0.424569419536397
0.33853645212796973,0.245857840117756,0.4456912423358102
0.34148299911757274,0.21530700178003387,0.45907402323027063
0.33595024242238075,0.23354083747056223,0.443639971220419
0.3255499970327676,0.23530931938025837,0.4326031802171735
0.3239221817513621,0.24030085972967774,0.41920427673559923
0.3120720565753078,0.25908782273533626,0.4248349176668894
0.3065938292819983,0.25703455143203474,0.43777246954248844
0.30202803470479433,0.2729095510761922,0.44193806840152416
0.3124684488108172,0.2567452154797531,0.44314373710806204
0.3486323912949402,0.25510155781143506,0.425241366531561
0.37651092599875774,0.2448686935498152,0.4261181789987228
0.35932536005864896,0.25151183816761047,0.43506873617056757
0.3647570742372775,0.24054011548545629,0.4321066891103417
0.3462303525737263,0.2405906924204473,0.4218184402358356
0.3486540807134497,0.24082133245300294,0.43418944073927357
0.335424868839745,0.25059703430200087,0.442915573723799
0.32139371351234663,0.2720093281598387,0.42913012291058433
0.32316335299744836,0.280171921247574,0.42784812594764915
0.335476059471192,0.2708095646776179,0.42768265872819694
0.32574787718658516,0.265937968143519,0.4205740070671782
0.3202610099765807,0.2619908005994087,0.45869820671573086
0.33994909761405606,0.25787441710520226,0.4235570979744067
0.3277428425230828,0.24874570650678265,0.4499592164903859
0.3242865435066552,0.25131311012854146,0.4569810155014019
0.3232785291663483,0.25918619339916193,0.44748712060691703
0.32201724717793506,0.24523368152052558,0.44718623905969956
0.3244275655622279,0.24673427296353143,0.443721581715302
0.31889873703673216,0.25387681783167276,0.4373649285202616
0.31752580141219994,0.2580959212918305,0.45041938618163807
0.3125835600136694,0.24101092444835373,0.4554872795028081
0.31184694453036477,0.25149962635095263,0.4556709486497709
0.309560855089491,0.2440252344187202,0.4529438901418525
0.3111817062294693,0.24625408947088293,0.4535473759378946
0.3076400595465893,0.23808944872569748,0.46459732043062146
0.3067892051142834,0.23714320517106782,0.46259194332129816
0.30448553249323634,0.2579392968134948,0.46151773291846976
0.3142826602616409,0.2542831916926498,0.46090656602086
0.28697341045624475,0.24190436641578678,0.47479264744627525
0.2926141245334089,0.2638295142410515,0.4524114479662872
0.29535212765257035,0.28143386364983536,0.45095753191567234
0.30246152342946664,0.2876804557612019,0.4525471808849327
0.28773530210149023,0.29399665150884524,0.4526773720208508
0.28393327339531815,0.28546328783706876,0.47022558621745736
0.28034112750595114,0.2638712652956577,0.4583597965452175
0.2708320954327026,0.26851418665009935,0.4785017894394554
0.2931568227065171,0.263501622046764,0.4744491779255924
0.28243756806971254,0.2597959844903702,0.4812313507049249
0.2748505510003814,0.2749662654904487,0.46189669150763046
0.28599618493863777,0.2608662299518717,0.47859303968466815
0.2757993533954988,0.2682509117540395,0.474867396073444
0.2772240766875983,0.2657395638348493,0.48600167055076726
0.26843873758068065,0.26784913072683464,0.49330463439719396
0.2833131858584484,0.2697868431732187,0.48790915657564815
0.27768759735154536,0.2703957815604191,0.48322275824746846
0.2885561930556767,0.24793656183371193,0.48245240172561976
0.28991278785013347,0.2400485655592302,0.48197521594220316
0.2937197673702536,0.23664785563777233,0.48714223645887217
0.30216611903447316,0.23746953133083787,0.48106275338939875
0.30181066499467596,0.23140816425419344,0.47245028392272653
0.3166501618854991,0.23367710852368154,0.4788493079657566
0.31898121125594503,0.23042863785922818,0.46498362435472423
0.3243570925836646,0.2237358231716693,0.4770560562016203
0.34627888608307994,0.20879045914723318,0.4542938022824162
0.32686403043308787,0.22825220334957627,0.4585764816839218
0.3322612842914337,0.2334109185443038,0.46052612196815934
0.31858646134236257,0.21860807652892084,0.4756264397157946
0.31454095947604066,0.2364226111040138,0.46744836659282
0.30480763485846885,0.2295033993886585,0.4575985925991197
0.29946583945718036,0.23757882435395117,0.4607588168375181
0.3047195301401706,0.2176104801300861,0.4609001469095303
0.27652978118937394,0.2439866483897313,0.472767225487136
0.26753624317676067,0.266870779601525,0.4706337951640966
0.2832103083089127,0.2641425481116193,0.4589610117995694
0.29669984112717607,0.2577323114804774,0.456272506975174
0.2921832612683894,0.27548318515200504,0.46102594479662595
0.31099285496299883,0.2749519593926914,0.4551636629739344
0.30917418135464225,0.2669248877191832,0.444130951383659
0.31101013504014424,0.24894914612390587,0.43772378395137224
0.33529314493569423,0.24045125840704606,0.4401958195990784
0.3416341238483675,0.2406924987966299,0.44538219536736395
0.3174389103296579,0.23993408121845172,0.4344906008483248
0.32316674658911937,0.2811140805242321,0.4244961409474392
0.34947001669431443,0.24492597802231014,0.4038791863086945
0.3664970311658615,0.23715082973475227,0.39399670765006606
0.36372785761971066,0.2553338350783637,0.3909788664280531
0.37358293350475263,0.2406132201592906,0.38449481955355935
0.3974572900536808,0.254482457890508,0.36053027897907003
0.38748637349965864,0.25768137554570375,0.38059113616762635
0.39160748524629646,0.2512788905796267,0.37847319100371674
0.4065837522113024,0.24543645130036806,0.366392847142904
0.39668705713840946,0.23542332278595704,0.36671124936545757
0.4007913753069896,0.2600555768750465,0.36519295507985855
0.38837249144704744,0.2635290570426069,0.36853284498806493
0.3804511271107528,0.2575536833763633,0.38783791911642995
0.3721885601206094,0.24979226755004838,0.38557338504719696
0.3743376103140565,0.24966288883770696,0.3873917380143498
0.3719963594490145,0.2650976155495137,0.3807698415118792
0.376889306629568,0.2565912828397337,0.39130150666790436
0.35104179014463033,0.26172477797078314,0.3924708766265138
0.3544591772507753,0.27006244830176995,0.39865316551904273
0.3732965603540046,0.27084116266621855,0.40102598013133905
0.3486837809871134,0.26928678039091064,0.41046889154631766
0.3645321531178919,0.2533309402826488,0.39988853511224454
0.36524870328833675,0.2652488306228754,0.40120602329962496
0.3895127519226928,0.2507440185138413,0.4114831277659363
0.39960702332989495,0.2305870199991883,0.39642501809563746
0.4022081213367803,0.21871873847794748,0.41126798956392324
0.3872679805271723,0.19116376336010887,0.41010785759718976
0.41394714191543763,0.1991718794269133,0.4167440560521708
0.41471026967357705,0.19964748126316126,0.41278939754738553
0.4036485725779672,0.21131982112569642,0.4093314546711236
0.3868630546542403,0.21276671384624687,0.40820049507400913
0.3929571389372867,0.24747187868955917,0.3971634481549212
0.3831034131110387,0.25352526377958284,0.3855990476419613
0.3921868415789442,0.2624168465862047,0.36837084387660907
0.40744986232475483,0.2570780291391409,0.36465897448166384
0.38005307877239575,0.2806672599174371,0.3794127660932747
0.4119602696566644,0.262470874728669,0.3667566064624901
0.41684431505606895,0.25135060636372686,0.3690630011506862
0.4184395903539158,0.2642789785581282,0.3671697602240382
0.4202913781892152,0.2755280919147068,0.33760969693517523
0.4234542521806388,0.2823422683198802,0.33476370239017145
0.4360771531414792,0.27120511349140947,0.327762899485381
0.42705594831773597,0.28140340235441813,0.3468192664631123
0.41844298311785577,0.2534072037597238,0.3381789912186466
0.42192208937095704,0.26487271128533674,0.3458417677142233
0.4185512184845969,0.2684251832062159,0.3401593685023362
0.4119818390523221,0.26154491582374945,0.3341183252718525
0.4252269133568114,0.25569791957522553,0.35034509690863147
0.4260094618491865,0.24548318037561478,0.35871885160255246
0.4315865372333928,0.24370794043114194,0.36165847002704193
0.44275501518824967,0.23662695631872568,0.3584367958262524
0.4243733498700481,0.23917755102314847,0.3649496769368385
0.4159112029249385,0.2229974268421564,0.3613630425535353
0.41795849778566524,0.2574708972111746,0.3421752168946513
0.41436121312752583,0.26161393783856646,0.3387331871855046
0.39670397276522673,0.28254691397032594,0.34700552172519367
0.3582208425783099,0.2895190739602465,0.36432840815203626
0.37309463025740736,0.2785826411827186,0.3713884280683012
0.38427251587055034,0.2682843792171987,0.38612220243733014
0.38762062222174,0.25672208524131523,0.39873324330400434
0.38655346463867557,0.237173331286621,0.37623963201477373
0.4005035429051462,0.25617029563552096,0.36179457929476444
0.4014808021037526,0.2495604923840835,0.381551286920278
0.38300585163851836,0.2511600990084321,0.39186175218147573
0.38038160311169117,0.23155643202964254,0.39055305351372444
0.3876072948526846,0.22563733067773234,0.3991174723998569
0.3650536622013478,0.23803821533630617,0.41441117503220753
0.3487854768998649,0.2336665900041182,0.41492084651602296
0.37359152273384016,0.25055351807174353,0.39582851797221674
0.3897144396817612,0.2359936231378526,0.3827622140101654
0.3910801582943145,0.23518487125495108,0.3828060809500412
0.38539315440936944,0.2518507304838041,0.3590397462252319
0.37733805234646345,0.26819534400961254,0.36645158449248727
0.38027968010700175,0.2577989307975445,0.365507986744491
0.3912603630142818,0.25595176901383393,0.36522915243699844
0.396120913713207,0.260832108351693,0.3631001525282348
0.391087648080479,0.2729101317707341,0.3606756926879826
0.3874026329584454,0.27834919398373326,0.3617466016369653
0.375051794893707,0.2769332355042904,0.3651458728068349
0.3944299351047068,0.2673705843812725,0.38145370777266496
0.38773301099160573,0.27370827440794426,0.36628711914109763
0.3718903739138431,0.28472566899319357,0.37683103943598034
0.39203915532658823,0.2874856596771386,0.3544878435812515
0.3795358514355495,0.2807824116580058,0.3482860165503209
0.3889437981839241,0.29052099976243984,0.3634619844485786
0.3828282200941909,0.2865696168444161,0.36764198986055396
0.39432460456868806,0.2678231983998389,0.3827514939672733
0.40924574507225187,0.26106554652938113,0.36208025963684237
0.40530617102654914,0.26712517301845,0.3619092329936338
0.420655593743742,0.24645830694014334,0.3676597541164677
0.4030511130175024,0.24874430178890575,0.36918618991848146
0.40039470759715157,0.2421480972593899,0.3778186277190004
0.38780505329039816,0.2387331735860612,0.38422967406295827
0.38256455614105245,0.2306968517336557,0.4007061936500457
0.3735917824488367,0.2388475318009191,0.39439693553335353
0.35623553854736895,0.2528218797570344,0.39997810722080684
0.3747482439420223,0.25114808554332907,0.4050109859939579
0.3479117104178524,0.26115803088309714,0.3908933611536379
0.35679764768251915,0.2727576181657698,0.3960752187022824
0.3439025676656111,0.27130508874436454,0.39605533237597246
0.35232860318441656,0.26672008344400555,0.3947207553239682
0.34776201211982016,0.24868222418919644,0.4178382234965159
0.34261659815094975,0.24490039420952792,0.41799495074218507
0.3371709078243953,0.25202100875789357,0.43094220203438127
0.33689648234620745,0.22946420038134127,0.4520219199258322
0.3262234547032966,0.2462531729376969,0.44570859196918405
0.33031117632987084,0.23682786022323551,0.45138339821975976
0.3223908111837567,0.2557249946212285,0.4545149638378736
0.32912091456303777,0.24458339941745594,0.44841517213141785
0.32332747731454053,0.24723177441599636,0.449328123553302
0.3405893393878229,0.23468466621577277,0.43856734183972124
0.34250369248311857,0.2483194731030232,0.4241715690127811
0.3478387880835851,0.2793715693139868,0.3939146817173193
0.34595885053782544,0.2885670787435799,0.3953305911418598
0.3667545559878119,0.2716865300529054,0.38768026000550054
0.34053166899139886,0.29824598383640066,0.3887353577280418
0.35405713988036996,0.29087211359275617,0.3875251850553023
0.36057141722529734,0.2818107642145675,0.37189011089029805
0.3631986978329754,0.27767130518512007,0.3755011541084479
0.3616605856728317,0.28427016997875176,0.38746074446370166
0.3671276448421499,0.27645843170485007,0.36770715409627674
0.3509409284213699,0.2875411280677532,0.3615806240000549
0.3496740828090268,0.27599154371506385,0.3988351197169758
0.3495230398865412,0.27703142690879345,0.4085441926696877
0.3453134397171888,0.2873492244729784,0.3911369665825576
0.34386699032781726,0.30207242805974,0.3905690144333159
0.347319533138637,0.3074233680528646,0.38754727923250165
0.36272877572406864,0.3030223380087531,0.3877832977825167
0.37417512209601234,0.2963403352463788,0.3654377908620188
0.3808377678380581,0.28270652168435445,0.37927143606190533
0.36438291582623966,0.27325120687562515,0.3893829586375536
0.35103090453628116,0.27308459947419567,0.4072014439032574
0.33644283998660657,0.27583558484607157,0.3938606136084088
0.3356361810176304,0.241553316716399,0.4261969640899201
0.36213249516251705,0.22429080600883874,0.4371743463507109
0.36292190022072635,0.22978113288273377,0.4275165387771142
0.37029362972723795,0.2314426162199564,0.4041095127733516
0.364309407157424,0.22658750198341704,0.4104516183303415
0.36987824069678027,0.21703947743982283,0.4175498194116197
0.35498688193054695,0.21461406313774634,0.44304147570344693
0.35141473278417207,0.1954399254540041,0.43261669825517857
0.3426592204438183,0.192502867618019,0.44515393423046334
0.35054926252582397,0.18581337062564443,0.4615423691420634
0.34080962078986315,0.1930196340158638,0.48129318354975115
0.32923468157078495,0.18329267962694992,0.48728824532557274
0.3159127273220664,0.19313025659003888,0.49493974989946404
0.32428903420163885,0.18921121461117132,0.49908494492610156
0.3324185686929086,0.2113240928260784,0.483848945983439
0.31738377662958966,0.1934888282559982,0.4753982429569756
0.32143513292469555,0.22771146177645687,0.478478921344056
0.297398652801726,0.2236752515748806,0.4741595598077072
0.30676440508200037,0.21220712046318824,0.4737896474041418
0.3043030496699141,0.20609784206198245,0.4827661740601534
0.3114478142998461,0.19443059636365012,0.49570693771594926
0.3136474883409486,0.19638425862108744,0.49349910601947067
0.2968427595230816,0.22031323176413234,0.509135709769307
0.28545148875884974,0.21055722355611708,0.5137336389633935
0.3020967397178971,0.21739385804905545,0.4972996604725752
0.3094247530729206,0.21913391749424352,0.4829858852586099
0.2955209231724481,0.20631950663540086,0.5074317955783171
0.29441319714506553,0.21833304608075277,0.5018926275086585
0.28283912828470004,0.2146723303864632,0.5168435064412796
0.28865660877515453,0.2112701410028917,0.5119905712582034
0.2952456260092195,0.1986434537727504,0.5141348934034541
0.3085933166609997,0.19243457913729242,0.5173068943276329
0.286866137104002,0.1929390282039072,0.5133808788980561
0.2752551306080498,0.21376166199767224,0.5257894550272454
0.29105323842922753,0.1999276864415136,0.5151839904238056
0.2963704890610415,0.1867845217208533,0.518702680657901
0.29620914306662094,0.19758126255647104,0.5005131473184055
0.3117440245337368,0.18872035729114656,0.5009721419071929
0.2973571976093392,0.19870302763427553,0.5160835416465753
0.2821826531360938,0.1952658051644854,0.5286303780836643
0.2748513807595118,0.19313174619723694,0.5373008175739724
0.28152301975833993,0.19982770580785242,0.5256797404534522
0.29103616789990566,0.18211126689970566,0.5257878838006886
0.30125075797248896,0.17736845597216086,0.5214278872871049
0.2996612938843273,0.20821430809013503,0.5213375194397796
0.29120044421688834,0.1899024213290201,0.5385705224784417
0.2918958588254006,0.1841603208789772,0.5313934902330305
0.25743329638117685,0.21063515788441567,0.5248069125025795
0.25305960319131765,0.20237868186179178,0.54557336575939
0.2549428637813298,0.19899816345370117,0.5342920774651012
0.26254792496589874,0.18386962839493137,0.550367782876097
0.2752101379436,0.1999006697287804,0.5395618629373591
0.2616156093548345,0.2136357230626435,0.5340122144915505
0.262633797661324,0.21333493613118226,0.5325473415113142
0.25757498395985096,0.21123326366187453,0.5312225453971533
0.2823887298480412,0.2071079915554689,0.5222394284931499
0.2765291495659253,0.19665482304759654,0.5157579025740577
0.2989660845494607,0.19294746701839377,0.5205136601557565
0.28542406228846595,0.20507438089157712,0.5254850612108174
0.28697723057566044,0.18618686858346928,0.5185859877247029
0.2978928104697467,0.19515500704094396,0.518698276181182
0.2842466065485927,0.20863639401427292,0.5106312461835036
0.2760812191857693,0.23378259561440773,0.5085446313271491
0.27276485300805414,0.2115703384867182,0.5204870522999584
0.2878300078185741,0.21038811332394952,0.5098305343333581
0.2803820657434417,0.21986703438646546,0.519406030328762
0.2677375887604233,0.20840594151872682,0.5349976925794996
0.28082033325920114,0.18179142786923555,0.5376235889506199
0.2703470095463567,0.19057466220094285,0.5299674732765258
0.27108460062307016,0.19029483331315333,0.5212206693352588
0.27337967403852353,0.20062428251583578,0.5181698348554212
0.2741312110043514,0.19165872780689033,0.5258340644959577
0.27449806252024933,0.1845262674064539,0.5411579370398454
0.2624063721241943,0.18441234151597705,0.5445319324916253
0.24581213075530378,0.21033337091319976,0.5565267024537741
0.24567575083544452,0.2168735145009497,0.5552336786522825
0.23651654445562859,0.21903571531438865,0.5667951990107679
0.23173083974633651,0.22043647341657124,0.5547715319549306
0.24489389318744248,0.22780442063860842,0.5573520543712475
0.2647503376001252,0.21167123402995128,0.5236781078436503
0.2602580697414563,0.2254006437473089,0.5304555412781671
0.2606524348106196,0.21251518842531303,0.5327087996281973
0.2744926396840435,0.1980816065765097,0.5379223021765062
0.2701054688752905,0.20367344453546882,0.5348198471952064
0.2671801663577573,0.2078355448324872,0.5348941984898938
0.27920522162069233,0.19857218053794212,0.5306043871817101
0.2706781811036078,0.19031641504497476,0.5449451146552913
0.2671247922822789,0.19104082770872274,0.5409266461925398
0.2599733242123077,0.18857285229378953,0.5518088193701196
0.2575377617770571,0.19697589580100922,0.5460630392712558
0.25403183865026874,0.21368494827420265,0.5366929296358919
0.25256395706039325,0.2141153722003736,0.5452579929608262
0.27118221920608526,0.22138930265746445,0.5345697670208804
0.2883350068367911,0.21647548699863733,0.5120295285234306
0.2973168714558429,0.19602564464305108,0.5117883214932983
0.28237467303901786,0.21379864746971042,0.5048513870479041
0.29316130789084105,0.223730361442999,0.480086304531825
0.30693742106226846,0.21720304361918158,0.4852961645863662
0.2935135749588197,0.2124039614426504,0.48368830594689044
0.28054741815799533,0.22023005953573066,0.4857699229630953
0.28562042738759474,0.21036646786641489,0.48941860595365816
0.31286009891181826,0.20053466772318834,0.4999447505400737
0.287871763648052,0.22938390892398242,0.5079809647880218
0.29936771353749997,0.22312854226059106,0.49800220271030804
0.3011353282336108,0.2144969393645182,0.4723163748475001
0.31189759370269604,0.22348887088774308,0.47304787244378754
0.295732317610429,0.2295123824058437,0.4689326219916369
0.3181866223534273,0.22886032239586507,0.45917029832110334
0.32276864714057024,0.22582679245281903,0.46170748124200983
0.3162519829699137,0.2158202561333891,0.46231949175152054
0.3162034068078562,0.20504059861027765,0.4772839889134876
0.33650358585567447,0.2283016901772532,0.4493959686927857
0.312515521155563,0.24621733793130318,0.43924855274693647
0.31382891350959075,0.2522831974470129,0.45759257571415035
0.2985027764225564,0.25604983756597754,0.45014629875775825
0.2979558215588568,0.2399059557893531,0.4664901539590091
0.3061139577597219,0.23811799377044263,0.46370309965894313
0.31261043267817856,0.2440503719141273,0.445858386028591
0.32669054828533267,0.23279838119585428,0.44085799672090653
0.33527812732309226,0.2496200020766809,0.42748459615403656
0.3513753957733592,0.22094428959299958,0.42675907378067596
0.33826838627269656,0.2138710395386352,0.4495858753133247
0.3189094146133135,0.22091654937560964,0.45974863426340873
0.32628155074844484,0.22508506013683452,0.4616825054713099
0.32911016167088075,0.23195462678189632,0.4541100446503705
0.33048582034125346,0.21392246523587963,0.44381305277288646
0.3377194867696494,0.22728334845820808,0.4651021595856484
0.3178787136750574,0.22635282412096508,0.47130809405411705
0.2917261176560313,0.22524513561408951,0.5059741504392962
0.27456985562964764,0.23682152811023796,0.5007082602174501
0.26752417376637344,0.22984042333607907,0.5121213381726579
0.2815205946364541,0.21374682338148285,0.5152680503711137
0.2703699288731055,0.22210869361349245,0.5319314126891507
0.27077301694530204,0.20931513872757299,0.5195130658125352
0.2902308988145272,0.21761158021374702,0.5135443353931497
0.2819714244066186,0.21490739367143158,0.5044739488428923
0.3033329630230009,0.19051948082291723,0.5029810872359289
0.3157583338428082,0.198701723837246,0.49879868129594446
0.3249549418825939,0.18983121794546326,0.49645629702105387
0.31801245627468616,0.19454173458527968,0.48595211280921574
0.31509314091226853,0.19851260948787164,0.4856323891809778
0.3158726871640833,0.21576672651674875,0.48080131647948404
0.30873820655306716,0.2192925774184071,0.4793885614172421
0.3141998558607914,0.21934455890379087,0.492748227452882
0.30982745843359316,0.2241657357354254,0.4888218723298879
0.30785081522756613,0.22610660927106965,0.4880817087976825
0.2962173727374305,0.21837269673082726,0.4910194144961014
0.28532322722687276,0.2056089561032775,0.5092850786100266
0.297381459379369,0.21235028739077674,0.49547414495638464
0.2978619313877291,0.22233081322028017,0.5007657609736521
0.2918997896419107,0.22784320520916707,0.4740587844324952
0.2973537779960173,0.2016251399201684,0.4963494416027011
0.2766639475815643,0.21752244866779288,0.49097019151717336
0.2864718676630497,0.19558571670821218,0.5096967833064565
0.2821705877786987,0.1921310064099854,0.5249526822264255
0.30067379640633746,0.21529539592762537,0.5053983231677955
0.29583020349648115,0.22199790958266796,0.48469428219444755
0.30014835872799,0.2212772814998726,0.48122170088443006
0.2939994606357874,0.22763615098367612,0.4775807639523602
0.2966714550420155,0.22393079069877966,0.4844857964556713
0.3025543621868002,0.20820679765664454,0.47496921948591975
0.30348328994595114,0.21649106496368306,0.4742378622617663
0.3099271426405596,0.21968812798102055,0.4688051609347416
0.29205145811292366,0.21072893190349468,0.48796675577745297
0.3038805435478906,0.20958714526694291,0.5091025814432334
0.2889767537507167,0.21343074833581838,0.4962824368626868
0.27605250739452286,0.2213868375051224,0.5089753306281422
0.2787664113360801,0.20613976226568764,0.5154645689213069
0.27766032495452714,0.18279955294381162,0.5365181676505444
0.26534048611480926,0.18829362386648882,0.5387232382334567
0.2798830766415796,0.17775831460741987,0.5290818498359648
0.29875653080029085,0.18205524074275983,0.5316191510709871
0.29128716300100915,0.16748199494706162,0.5367174339829369
0.30072799780259557,0.17797801515683895,0.5319795840459162
0.2869832125530826,0.19131130594904439,0.5191265798128734
0.2674571796549212,0.1815839939150478,0.566064844217386
